"HHID","TIME","PASTA","EXPOS","AGE","INCOME","AREA"
"238",12,18,2.60924421946832,1,64.2295727271121,25214.3313676102,1
"239",12,19,1.07097484422435,0,64.2295727271121,25214.3313676102,1
"240",12,20,1.65430717437621,0,64.2295727271121,25214.3313676102,1
"241",13,1,0.019516154265792,0,23.1183739800472,13678.5557971787,1
"242",13,2,1.5355608410859,0,23.1183739800472,13678.5557971787,1
"243",13,3,2.02013713133265,2,23.1183739800472,13678.5557971787,1
"244",13,4,2.50157692931653,2,23.1183739800472,13678.5557971787,1
"245",13,5,3.52840962831693,2,23.1183739800472,13678.5557971787,1
"246",13,6,3.74563721337354,3,23.1183739800472,13678.5557971787,1
"247",13,7,1.85835021702046,1,23.1183739800472,13678.5557971787,1
"248",13,8,3.049210370909,0,23.1183739800472,13678.5557971787,1
"249",13,9,2.05224461168215,1,23.1183739800472,13678.5557971787,1
"250",13,10,1.48261867421073,0,23.1183739800472,13678.5557971787,1
"251",13,11,1.10389580463296,0,23.1183739800472,13678.5557971787,1
"252",13,12,3.78971908203256,4,23.1183739800472,13678.5557971787,1
"253",13,13,1.75587022357589,0,23.1183739800472,13678.5557971787,1
"254",13,14,1.16154678900869,0,23.1183739800472,13678.5557971787,1
"255",13,15,2.25342516217648,0,23.1183739800472,13678.5557971787,1
"256",13,16,2.50488097496171,0,23.1183739800472,13678.5557971787,1
"257",13,17,2.89301753828982,1,23.1183739800472,13678.5557971787,1
"258",13,18,2.24708922034966,0,23.1183739800472,13678.5557971787,1
"259",13,19,1.36920819207423,0,23.1183739800472,13678.5557971787,1
"260",13,20,3.17231977518116,0,23.1183739800472,13678.5557971787,1
"261",14,1,1.71835565732944,1,56.8638541908003,15337.4745564741,5
"262",14,2,1.95383298051945,0,56.8638541908003,15337.4745564741,5
"263",14,3,0.717561794206226,1,56.8638541908003,15337.4745564741,5
"264",14,4,2.69039201075051,1,56.8638541908003,15337.4745564741,5
"265",14,5,0,0,56.8638541908003,15337.4745564741,5
"266",14,6,1.58784883523125,1,56.8638541908003,15337.4745564741,5
"267",14,7,3.25931133456392,2,56.8638541908003,15337.4745564741,5
"268",14,8,2.10530954104191,1,56.8638541908003,15337.4745564741,5
"269",14,9,1.64697070679821,0,56.8638541908003,15337.4745564741,5
"270",14,10,1.94390399040288,0,56.8638541908003,15337.4745564741,5
"271",14,11,2.1469518398607,1,56.8638541908003,15337.4745564741,5
"272",14,12,1.49277470106355,0,56.8638541908003,15337.4745564741,5
"273",14,13,2.44468328283236,1,56.8638541908003,15337.4745564741,5
"274",14,14,2.1239795488487,1,56.8638541908003,15337.4745564741,5
"275",14,15,2.99823877179399,0,56.8638541908003,15337.4745564741,5
"276",14,16,1.6576836805522,0,56.8638541908003,15337.4745564741,5
"277",14,17,2.41887390510159,1,56.8638541908003,15337.4745564741,5
"278",14,18,1.75084907752969,1,56.8638541908003,15337.4745564741,5
"279",14,19,0.95106592089563,0,56.8638541908003,15337.4745564741,5
"280",14,20,2.8105627009033,0,56.8638541908003,15337.4745564741,5
"281",15,1,3.02303530597609,0,22.3496116907336,21712.8700306125,1
"282",15,2,1.3659527720068,0,22.3496116907336,21712.8700306125,1
"283",15,3,3.10184138209602,0,22.3496116907336,21712.8700306125,1
"284",15,4,3.16197934512538,0,22.3496116907336,21712.8700306125,1
"285",15,5,2.23999275361324,0,22.3496116907336,21712.8700306125,1
"286",15,6,2.23555541944126,0,22.3496116907336,21712.8700306125,1
"287",15,7,2.29104517195958,1,22.3496116907336,21712.8700306125,1
"288",15,8,2.83635363630159,0,22.3496116907336,21712.8700306125,1
"289",15,9,1.3673632527768,0,22.3496116907336,21712.8700306125,1
"290",15,10,4.078683055778,2,22.3496116907336,21712.8700306125,1
"291",15,11,3.87089367796168,1,22.3496116907336,21712.8700306125,1
"292",15,12,3.06968423154455,1,22.3496116907336,21712.8700306125,1
"293",15,13,1.29276345004052,0,22.3496116907336,21712.8700306125,1
"294",15,14,2.36093998556774,0,22.3496116907336,21712.8700306125,1
"295",15,15,3.02585686456596,1,22.3496116907336,21712.8700306125,1
"296",15,16,3.30457160222875,1,22.3496116907336,21712.8700306125,1
"297",15,17,2.70725188245569,2,22.3496116907336,21712.8700306125,1
"298",15,18,1.07761030649786,0,22.3496116907336,21712.8700306125,1
"299",15,19,2.14718165796937,1,22.3496116907336,21712.8700306125,1
"300",15,20,1.67992544135357,1,22.3496116907336,21712.8700306125,1
"301",16,1,4.00585844310786,3,47.557133828057,6822.16439410611,2
"302",16,2,1.76324055280612,1,47.557133828057,6822.16439410611,2
"303",16,3,1.67567404693959,0,47.557133828057,6822.16439410611,2
"304",16,4,3.06434756468478,0,47.557133828057,6822.16439410611,2
"305",16,5,1.38463800227489,0,47.557133828057,6822.16439410611,2
"306",16,6,1.90484162030672,0,47.557133828057,6822.16439410611,2
"307",16,7,2.3945869169761,1,47.557133828057,6822.16439410611,2
"308",16,8,2.14336701894576,0,47.557133828057,6822.16439410611,2
"309",16,9,0.096661113531634,0,47.557133828057,6822.16439410611,2
"310",16,10,2.41812431112159,1,47.557133828057,6822.16439410611,2
"311",16,11,0.271466914116766,0,47.557133828057,6822.16439410611,2
"312",16,12,0.0881561109812214,0,47.557133828057,6822.16439410611,2
"313",16,13,2.57035792067443,1,47.557133828057,6822.16439410611,2
"314",16,14,2.17151664307974,0,47.557133828057,6822.16439410611,2
"315",16,15,2.93466285037238,0,47.557133828057,6822.16439410611,2
"316",16,16,3.05606032623644,1,47.557133828057,6822.16439410611,2
"317",16,17,2.39857068733499,1,47.557133828057,6822.16439410611,2
"318",16,18,1.10498613612833,0,47.557133828057,6822.16439410611,2
"319",16,19,4.13114324023132,0,47.557133828057,6822.16439410611,2
"320",16,20,4.49880395072093,0,47.557133828057,6822.16439410611,2
"321",17,1,2.3731060133455,1,53.8231249356177,18486.2576394589,2
"322",17,2,1.93626702851547,1,53.8231249356177,18486.2576394589,2
"323",17,3,2.18516980974782,0,53.8231249356177,18486.2576394589,2
"324",17,4,1.45667973935705,1,53.8231249356177,18486.2576394589,2
"325",17,5,2.05469142685273,1,53.8231249356177,18486.2576394589,2
"326",17,6,0.775261389597279,1,53.8231249356177,18486.2576394589,2
"327",17,7,2.44359549846106,2,53.8231249356177,18486.2576394589,2
"328",17,8,0.801500210724474,0,53.8231249356177,18486.2576394589,2
"329",17,9,0.736521519995497,0,53.8231249356177,18486.2576394589,2
"330",17,10,0,0,53.8231249356177,18486.2576394589,2
"331",17,11,1.33431644562545,1,53.8231249356177,18486.2576394589,2
"332",17,12,0.741710673526447,1,53.8231249356177,18486.2576394589,2
"333",17,13,1.97853638680102,0,53.8231249356177,18486.2576394589,2
"334",17,14,1.11253215307559,0,53.8231249356177,18486.2576394589,2
"335",17,15,2.38132589269423,1,53.8231249356177,18486.2576394589,2
"336",17,16,4.23651586033116,1,53.8231249356177,18486.2576394589,2
"337",17,17,2.13848959994207,0,53.8231249356177,18486.2576394589,2
"338",17,18,2.25349472367306,1,53.8231249356177,18486.2576394589,2
"339",17,19,0.817220691368992,1,53.8231249356177,18486.2576394589,2
"340",17,20,0.798944710495635,0,53.8231249356177,18486.2576394589,2
"341",18,1,0.611983741823328,0,59.5013302131556,19664.6819982961,4
"342",18,2,2.62215982819316,1,59.5013302131556,19664.6819982961,4
"343",18,3,3.34309146778547,1,59.5013302131556,19664.6819982961,4
"344",18,4,3.66861234607006,0,59.5013302131556,19664.6819982961,4
"345",18,5,1.50765359357591,0,59.5013302131556,19664.6819982961,4
"346",18,6,2.8542693533207,1,59.5013302131556,19664.6819982961,4
"347",18,7,2.32816276268675,1,59.5013302131556,19664.6819982961,4
"348",18,8,3.64296905130333,2,59.5013302131556,19664.6819982961,4
"349",18,9,1.22346433615574,0,59.5013302131556,19664.6819982961,4
"350",18,10,1.11435697424216,1,59.5013302131556,19664.6819982961,4
"351",18,11,3.35201578514652,0,59.5013302131556,19664.6819982961,4
"352",18,12,0.00891663827737599,1,59.5013302131556,19664.6819982961,4
"353",18,13,1.1470629069145,0,59.5013302131556,19664.6819982961,4
"354",18,14,1.42520618526765,1,59.5013302131556,19664.6819982961,4
"355",18,15,1.89427263852499,0,59.5013302131556,19664.6819982961,4
"356",18,16,0.156738016115543,0,59.5013302131556,19664.6819982961,4
"357",18,17,0,0,59.5013302131556,19664.6819982961,4
"358",18,18,2.19386493395564,0,59.5013302131556,19664.6819982961,4
"359",18,19,3.60648422477365,1,59.5013302131556,19664.6819982961,4
"360",18,20,2.26872773968151,0,59.5013302131556,19664.6819982961,4
"361",19,1,2.3700945384825,1,39.6033877627924,15403.7236870615,3
"362",19,2,2.07943557704027,1,39.6033877627924,15403.7236870615,3
"363",19,3,0.195452080420635,0,39.6033877627924,15403.7236870615,3
"364",19,4,1.94124352449713,1,39.6033877627924,15403.7236870615,3
"365",19,5,1.72208866373358,0,39.6033877627924,15403.7236870615,3
"366",19,6,0.977188403481324,0,39.6033877627924,15403.7236870615,3
"367",19,7,0.905674828414339,1,39.6033877627924,15403.7236870615,3
"368",19,8,2.0545155360626,0,39.6033877627924,15403.7236870615,3
"369",19,9,4.07571417003848,1,39.6033877627924,15403.7236870615,3
"370",19,10,1.38343955003469,2,39.6033877627924,15403.7236870615,3
"371",19,11,3.08744822079488,3,39.6033877627924,15403.7236870615,3
"372",19,12,0.409526505840742,0,39.6033877627924,15403.7236870615,3
"373",19,13,2.46460168969866,0,39.6033877627924,15403.7236870615,3
"374",19,14,2.92220158119258,0,39.6033877627924,15403.7236870615,3
"375",19,15,2.75588431026508,0,39.6033877627924,15403.7236870615,3
"376",19,16,2.66552397932091,2,39.6033877627924,15403.7236870615,3
"377",19,17,0.683146165862488,0,39.6033877627924,15403.7236870615,3
"378",19,18,2.11848377983693,1,39.6033877627924,15403.7236870615,3
"379",19,19,1.78183694137555,0,39.6033877627924,15403.7236870615,3
"380",19,20,2.16281315415057,2,39.6033877627924,15403.7236870615,3
"381",20,1,2.6492909735946,1,38.1146271114703,16832.1255803878,1
"382",20,2,3.2853938613354,0,38.1146271114703,16832.1255803878,1
"383",20,3,0,0,38.1146271114703,16832.1255803878,1
"384",20,4,0.9402144999922,1,38.1146271114703,16832.1255803878,1
"385",20,5,1.25616713985519,0,38.1146271114703,16832.1255803878,1
"386",20,6,1.19746306269238,2,38.1146271114703,16832.1255803878,1
"387",20,7,1.2283014365591,1,38.1146271114703,16832.1255803878,1
"388",20,8,2.74366882934987,0,38.1146271114703,16832.1255803878,1
"389",20,9,2.83462017289723,2,38.1146271114703,16832.1255803878,1
"390",20,10,1.19104005620501,0,38.1146271114703,16832.1255803878,1
"391",20,11,2.02926270342289,1,38.1146271114703,16832.1255803878,1
"392",20,12,0.958032331463477,1,38.1146271114703,16832.1255803878,1
"393",20,13,2.69575580357054,2,38.1146271114703,16832.1255803878,1
"394",20,14,0.571957731760982,0,38.1146271114703,16832.1255803878,1
"395",20,15,1.45201868891497,1,38.1146271114703,16832.1255803878,1
"396",20,16,0.310321715607328,0,38.1146271114703,16832.1255803878,1
"397",20,17,2.32120693285178,0,38.1146271114703,16832.1255803878,1
"398",20,18,2.0663282970377,1,38.1146271114703,16832.1255803878,1
"399",20,19,1.71700812479432,1,38.1146271114703,16832.1255803878,1
"400",20,20,2.19600488148595,1,38.1146271114703,16832.1255803878,1
"401",21,1,0.700586199885427,0,50.2289994377643,14169.2707669965,1
